GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
29113810100,140,29,113,41180,476,,,Census Tract 8101,4269,2009,4168,1923,4269,4168,3992,3951,94,89,27,21,4,7,0,0,63,37,89,59
29113810201,140,29,113,41180,476,,,Census Tract 8102.01,6535,2522,4853,1840,6535,4853,6226,4746,101,49,17,13,40,5,0,0,36,9,115,28
29113810202,140,29,113,41180,476,,,Census Tract 8102.02,5805,2415,4310,1763,5805,4310,5671,4215,45,43,22,11,7,5,0,0,10,8,50,25
29113810301,140,29,113,41180,476,,,Census Tract 8103.01,9138,3753,7582,3039,9138,7582,8400,7037,359,309,29,31,44,13,4,1,94,55,208,136
29113810303,140,29,113,41180,476,,,Census Tract 8103.03,8180,3002,4900,1832,8180,4900,7748,4714,147,69,15,22,40,12,1,3,48,19,181,58
29113810304,140,29,113,41180,476,,,Census Tract 8103.04,10149,3808,6082,2325,10149,6082,9628,5853,185,86,50,27,32,14,2,4,55,24,197,72
29113810400,140,29,113,41180,476,,,Census Tract 8104,8490,3502,7045,2785,8490,7045,8273,6916,53,29,13,15,26,9,6,1,22,11,97,64
29183310100,140,29,183,41180,476,,,Census Tract 3101,2342,1160,2534,1162,2342,2534,2285,2497,23,3,4,5,3,3,0,0,5,7,22,18
29183310201,140,29,183,41180,476,,,Census Tract 3102.01,2679,1298,1831,816,2679,1831,2473,1748,107,44,5,4,51,6,0,0,6,5,37,21
29183310202,140,29,183,41180,476,,,Census Tract 3102.02,3747,1612,2562,1014,3747,2562,3429,2445,205,62,8,6,27,9,0,0,8,7,70,29
29183310301,140,29,183,41180,476,,,Census Tract 3103.01,4142,1760,4345,1741,4142,4345,3951,4113,86,145,9,13,16,19,3,0,16,20,61,33
29183310302,140,29,183,41180,476,,,Census Tract 3103.02,3666,1673,3846,1655,3666,3846,3233,3640,330,129,8,11,16,16,0,0,13,17,66,29
29183310501,140,29,183,41180,476,,,Census Tract 3105.01,6750,1777,5289,1994,6750,5289,5443,4781,506,233,27,18,149,38,9,0,433,108,183,109
29183310602,140,29,183,41180,476,,,Census Tract 3106.02,5787,2400,7205,2393,5787,7205,5462,6821,130,173,15,17,48,54,4,2,64,61,64,74
29183310700,140,29,183,41180,476,,,Census Tract 3107,5261,2730,5264,2688,5261,5264,4570,4899,333,149,15,28,81,70,7,1,155,51,100,66
29183310801,140,29,183,41180,476,,,Census Tract 3108.01,2187,1041,1733,753,2187,1733,1937,1641,122,49,4,5,74,11,15,0,8,6,27,19
29183310802,140,29,183,41180,476,,,Census Tract 3108.02,5775,2616,4578,1893,5775,4578,5183,4332,322,132,12,13,79,31,7,0,41,15,131,52
29183310902,140,29,183,41180,476,,,Census Tract 3109.02,5144,2327,5610,2245,5144,5610,4541,5218,244,186,22,4,122,86,2,3,127,42,86,71
29183310903,140,29,183,41180,476,,,Census Tract 3109.03,4086,1801,4459,1803,4086,4459,3670,4180,203,126,2,7,74,81,0,4,65,13,72,48
29183311001,140,29,183,41180,476,,,Census Tract 3110.01,4049,1805,3056,1350,4049,3056,3442,2840,194,119,19,7,248,35,1,0,26,14,119,39
29183311004,140,29,183,41180,476,,,Census Tract 3110.04,5144,2472,3881,1848,5144,3881,4161,3606,402,151,20,9,365,44,5,0,58,17,133,50
29183311103,140,29,183,41180,476,,,Census Tract 3111.03,6622,2559,5641,1932,6622,5641,6286,5432,104,84,5,6,134,64,0,1,33,14,60,38
29183311122,140,29,183,41180,476,,,Census Tract 3111.22,6773,2585,5695,2059,6773,5695,5751,5290,526,241,12,9,255,54,1,3,34,32,194,64
29183311124,140,29,183,41180,476,,,Census Tract 3111.24,6581,2423,5568,1813,6581,5568,5981,5358,225,94,24,7,218,40,2,0,43,13,88,51
29183311132,140,29,183,41180,476,,,Census Tract 3111.32,3447,1142,3319,1011,3447,3319,3255,3205,66,53,3,4,71,32,0,0,14,4,38,21
29183311146,140,29,183,41180,476,,,Census Tract 3111.46,4416,2021,3881,1610,4416,3881,3893,3655,179,110,2,21,257,45,0,1,10,21,75,25
29183311147,140,29,183,41180,476,,,Census Tract 3111.47,4039,1664,3936,1523,4039,3936,3720,3777,142,75,6,3,83,28,0,0,31,12,57,37
29183311148,140,29,183,41180,476,,,Census Tract 3111.48,4517,1647,4401,1508,4517,4401,4244,4223,122,83,9,4,46,31,0,1,18,14,78,42
29183311149,140,29,183,41180,476,,,Census Tract 3111.49,3737,1474,3490,1299,3737,3490,3418,3308,147,84,9,7,39,28,0,0,68,15,56,44
29183311150,140,29,183,41180,476,,,Census Tract 3111.50,4749,1629,4436,1436,4749,4436,4348,4204,136,107,10,9,155,36,1,1,18,19,81,57
29183311151,140,29,183,41180,476,,,Census Tract 3111.51,5722,2067,2751,980,5722,2751,4890,2643,295,42,12,4,391,25,0,0,13,11,121,23
29183311152,140,29,183,41180,476,,,Census Tract 3111.52,4753,1601,2285,760,4753,2285,4435,2195,124,34,12,3,112,21,0,0,14,9,56,19
29183311154,140,29,183,41180,476,,,Census Tract 3111.54,4970,1616,2314,658,4970,2314,4546,2218,166,36,5,4,137,24,3,1,19,7,94,21
29183311203,140,29,183,41180,476,,,Census Tract 3112.03,6135,2530,6254,2219,6135,6254,5597,5859,238,183,10,19,88,74,3,0,72,53,127,66
29183311211,140,29,183,41180,476,,,Census Tract 3112.11,4386,2090,4029,1738,4386,4029,3880,3744,229,134,9,9,139,81,0,0,50,5,79,56
29183311212,140,29,183,41180,476,,,Census Tract 3112.12,3625,1494,3274,1170,3625,3274,3159,3061,150,104,3,6,204,36,0,7,39,15,70,42
29183311221,140,29,183,41180,476,,,Census Tract 3112.21,3683,1411,3765,1243,3683,3765,3401,3547,115,72,10,9,64,58,5,3,32,17,56,59
29183311294,140,29,183,41180,476,,,Census Tract 3112.94,3980,1439,4394,1408,3980,4394,3726,4133,126,143,9,11,62,60,0,1,18,10,39,36
29183311296,140,29,183,41180,476,,,Census Tract 3112.96,4239,1601,4789,1608,4239,4789,3971,4610,116,95,6,6,43,36,0,0,19,4,84,35
29183311311,140,29,183,41180,476,,,Census Tract 3113.11,5156,2076,5528,1992,5156,5528,4748,5244,205,153,11,10,71,40,3,0,34,19,84,62
29183311312,140,29,183,41180,476,,,Census Tract 3113.12,5724,2138,4779,1551,5724,4779,5270,4532,181,113,12,7,127,81,12,1,45,18,77,27
29183311322,140,29,183,41180,476,,,Census Tract 3113.22,5786,2018,5039,1668,5786,5039,5304,4795,235,147,9,4,128,40,0,0,26,9,84,43
29183311391,140,29,183,41180,476,,,Census Tract 3113.91,4786,1733,5102,1673,4786,5102,4384,4800,205,137,8,13,52,70,3,0,30,15,104,62
29183311422,140,29,183,41180,476,,,Census Tract 3114.22,5653,2199,5442,1874,5653,5442,5221,5240,160,70,12,10,107,54,7,1,34,22,112,45
29183311500,140,29,183,41180,476,,,Census Tract 3115,1905,899,1632,743,1905,1632,1758,1566,39,27,11,3,3,9,0,0,46,9,48,16
29183311602,140,29,183,41180,476,,,Census Tract 3116.02,5259,2080,3277,1206,5259,3277,4835,3114,186,93,25,3,62,13,6,1,55,10,90,40
29183311712,140,29,183,41180,476,,,Census Tract 3117.12,4603,1907,3144,1285,4603,3144,4079,3009,223,65,9,6,157,17,7,3,47,8,81,31
29183311721,140,29,183,41180,476,,,Census Tract 3117.21,3818,1276,3412,1082,3818,3412,3394,3237,185,88,12,7,113,22,0,0,17,20,97,35
29183311722,140,29,183,41180,476,,,Census Tract 3117.22,7439,2612,5819,2067,7439,5819,6746,5550,258,125,26,17,162,38,2,2,122,24,123,63
29183311732,140,29,183,41180,476,,,Census Tract 3117.32,7277,2436,6705,2146,7277,6705,6643,6359,254,160,23,23,131,68,3,0,65,15,158,80
29183311733,140,29,183,41180,476,,,Census Tract 3117.33,2480,898,2500,868,2480,2500,2268,2384,101,48,2,6,36,15,0,0,16,10,57,35
29183311734,140,29,183,41180,476,,,Census Tract 3117.34,3693,1286,3770,1258,3693,3770,3334,3596,116,71,8,10,121,22,1,0,38,14,75,54
29183311735,140,29,183,41180,476,,,Census Tract 3117.35,6052,2005,3591,1164,6052,3591,5494,3448,247,68,6,7,181,23,1,0,19,9,104,34
29183311736,140,29,183,41180,476,,,Census Tract 3117.36,6379,2050,3785,1191,6379,3785,5748,3634,151,71,9,7,324,25,1,0,45,10,101,36
29183311801,140,29,183,41180,476,,,Census Tract 3118.01,4822,1794,2932,959,4822,2932,4504,2876,181,19,12,4,35,8,3,0,33,8,54,17
29183311802,140,29,183,41180,476,,,Census Tract 3118.02,6143,2639,5058,1978,6143,5058,5698,4816,187,80,14,17,61,49,17,3,55,42,111,51
29183311903,140,29,183,41180,476,,,Census Tract 3119.03,5882,2625,5305,2257,5882,5305,5387,5057,286,125,14,8,80,43,6,4,25,19,84,49
29183311904,140,29,183,41180,476,,,Census Tract 3119.04,6016,2338,2965,1148,6016,2965,5312,2813,292,68,20,8,247,19,1,0,30,20,114,34
29183311908,140,29,183,41180,476,,,Census Tract 3119.08,2831,1173,1783,677,2831,1783,2623,1714,100,28,9,5,52,16,1,0,13,7,33,11
29183311909,140,29,183,41180,476,,,Census Tract 3119.09,5022,1867,3157,1076,5022,3157,4774,3035,111,50,14,9,62,28,7,0,10,12,44,19
29183312001,140,29,183,41180,476,,,Census Tract 3120.01,2312,826,1799,617,2312,1799,2271,1779,2,4,1,3,16,1,0,0,17,0,5,12
29183312094,140,29,183,41180,476,,,Census Tract 3120.94,4372,1517,2107,689,4372,2107,3702,1710,503,312,3,6,43,12,0,0,20,6,101,59
29183312095,140,29,183,41180,476,,,Census Tract 3120.95,3542,1324,1707,601,3542,1707,3172,1386,194,253,14,4,16,10,1,0,34,4,111,47
29183312096,140,29,183,41180,476,,,Census Tract 3120.96,6241,2031,1649,575,6241,1649,5675,1602,296,19,20,0,115,3,1,0,44,7,90,15
29183312097,140,29,183,41180,476,,,Census Tract 3120.97,6639,2361,1755,668,6639,1755,6211,1704,194,20,14,1,75,4,0,0,64,7,81,17
29183312192,140,29,183,41180,476,,,Census Tract 3121.92,3376,1244,513,216,3376,513,3149,488,112,19,0,0,23,1,0,0,45,0,47,3
29183312193,140,29,183,41180,476,,,Census Tract 3121.93,6211,2019,944,351,6211,944,5754,898,241,35,20,0,77,1,0,0,33,1,86,6
29183312195,140,29,183,41180,476,,,Census Tract 3121.95,3300,1452,2168,974,3300,2168,2903,1982,234,133,11,1,27,9,0,1,56,16,69,23
29183312205,140,29,183,41180,476,,,Census Tract 3122.05,6338,2525,4041,1524,6338,4041,5610,3856,295,120,19,12,153,8,1,0,135,5,125,37
29183312300,140,29,183,41180,476,,,Census Tract 3123,2892,1045,3267,1050,2892,3267,2764,3145,44,65,7,4,22,25,0,0,11,3,44,24
29183312400,140,29,183,41180,476,,,Census Tract 3124,5016,2393,4884,2138,5016,4884,4685,4636,151,105,9,12,34,32,0,0,39,25,98,74
29183980000,140,29,183,41180,476,,,Census Tract 9800,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29186960100,140,29,186,99999,999,,,Census Tract 9601,6342,3239,5897,2957,6342,5897,6216,5811,21,8,21,14,6,3,0,0,7,0,71,56
29186960200,140,29,186,99999,999,,,Census Tract 9602,4989,2246,5053,2183,4989,5053,4786,4868,75,99,20,26,28,20,1,0,9,11,70,29
29186960300,140,29,186,99999,999,,,Census Tract 9603,4064,1745,4017,1542,4064,4017,4028,3986,2,5,0,7,13,4,1,0,2,4,18,11
29187950101,140,29,187,22100,476,,,Census Tract 9501.01,4435,3115,4117,2708,4435,4117,4346,4057,13,2,17,13,8,3,4,2,4,5,43,31
29187950102,140,29,187,22100,476,,,Census Tract 9501.02,4765,2741,4218,2333,4765,4218,4660,4157,18,2,16,14,11,4,1,2,10,6,49,32
29189210400,140,29,189,41180,476,,,Census Tract 2104,4363,2051,4296,1910,4363,4296,372,1072,3946,3167,3,6,6,4,1,0,5,7,30,40
29189210501,140,29,189,41180,476,,,Census Tract 2105.01,3667,1354,4105,1362,3667,4105,151,364,3456,3671,2,7,9,9,0,0,1,3,48,48
29189210600,140,29,189,41180,476,,,Census Tract 2106,6740,2802,7119,2775,6740,7119,2086,4267,4532,2707,11,15,9,20,0,2,20,27,82,81
29189210702,140,29,189,41180,476,,,Census Tract 2107.02,6111,2792,6787,2800,6111,6787,1154,2805,4759,3791,18,19,19,43,1,0,24,26,136,103
29189210803,140,29,189,41180,476,,,Census Tract 2108.03,4881,2250,4923,2198,4881,4923,1986,3238,2739,1578,8,10,44,31,0,1,14,16,90,49
29189210804,140,29,189,41180,476,,,Census Tract 2108.04,9297,3736,7960,2985,9297,7960,1355,2382,7691,5398,12,16,77,44,1,1,28,28,133,91
29189210805,140,29,189,41180,476,,,Census Tract 2108.05,6364,2767,7067,2784,6364,7067,961,1459,5225,5463,12,8,11,25,1,0,15,21,139,88
29189210912,140,29,189,41180,476,,,Census Tract 2109.12,7022,2812,7137,2721,7022,7137,3341,5113,3361,1804,12,17,121,79,4,0,56,37,127,87
29189210923,140,29,189,41180,476,,,Census Tract 2109.23,5300,2039,5246,1953,5300,5246,3495,4015,1618,1066,7,9,39,41,2,0,39,33,100,78
29189210927,140,29,189,41180,476,,,Census Tract 2109.27,4665,1766,4891,1663,4665,4891,2196,3101,2292,1588,9,6,65,92,7,1,16,20,80,81
29189210928,140,29,189,41180,476,,,Census Tract 2109.28,4333,1543,4544,1453,4333,4544,1688,2880,2411,1475,1,5,102,86,0,0,30,18,101,76
29189211000,140,29,189,41180,476,,,Census Tract 2110,7414,3192,7656,3178,7414,7656,4199,6025,2964,1407,10,9,67,80,1,0,45,40,128,95
29189211102,140,29,189,41180,476,,,Census Tract 2111.02,5006,2360,4879,2309,5006,4879,2128,3262,2743,1478,9,17,31,39,0,0,19,34,76,49
29189211201,140,29,189,41180,476,,,Census Tract 2112.01,5109,2698,5449,2704,5109,5449,2926,4587,1955,695,19,10,21,31,5,5,68,26,115,91
29189211202,140,29,189,41180,476,,,Census Tract 2112.02,3421,1569,3649,1572,3421,3649,3072,3072,261,466,6,7,6,20,1,3,12,18,63,61
29189211301,140,29,189,41180,476,,,Census Tract 2113.01,6114,2572,6504,2575,6114,6504,5295,6118,577,231,14,10,44,34,0,2,40,14,144,95
29189211332,140,29,189,41180,476,,,Census Tract 2113.32,6483,2646,6711,2641,6483,6711,5122,6076,950,447,13,9,94,59,4,2,102,17,198,101
29189211402,140,29,189,41180,476,,,Census Tract 2114.02,2211,1281,2081,1236,2211,2081,1089,1568,1041,379,4,3,27,63,0,0,14,15,36,53
29189211500,140,29,189,41180,476,,,Census Tract 2115,3494,1339,3680,1331,3494,3680,208,301,3190,3276,14,13,10,5,1,0,17,20,54,60
29189211600,140,29,189,41180,476,,,Census Tract 2116,6200,2549,6336,2557,6200,6336,2564,3972,3303,2131,27,17,31,41,8,3,75,40,192,132
29189211700,140,29,189,41180,476,,,Census Tract 2117,3985,1701,4331,1708,3985,4331,1668,2847,2118,1360,33,5,27,26,1,0,20,15,118,78
29189211801,140,29,189,41180,476,,,Census Tract 2118.01,3965,1786,4265,1758,3965,4265,516,1326,3310,2834,12,9,17,25,0,1,22,10,88,57
29189212001,140,29,189,41180,476,,,Census Tract 2120.01,7506,3510,7998,3452,7506,7998,737,1394,6635,6421,10,8,18,42,0,1,17,15,89,112
29189212002,140,29,189,41180,476,,,Census Tract 2120.02,3850,1803,4101,1774,3850,4101,157,715,3623,3293,8,4,5,22,1,1,5,8,51,57
29189212101,140,29,189,41180,476,,,Census Tract 2121.01,4401,2097,5104,2279,4401,5104,359,810,3945,4207,12,6,6,2,0,1,14,7,65,68
29189212102,140,29,189,41180,476,,,Census Tract 2121.02,3101,1288,3596,1399,3101,3596,197,571,2851,2964,4,4,0,2,0,0,10,5,39,47
29189212300,140,29,189,41180,476,,,Census Tract 2123,5037,2744,5583,2773,5037,5583,814,1222,4057,4160,11,15,44,61,1,2,22,28,88,95
29189212400,140,29,189,41180,476,,,Census Tract 2124,2349,927,2614,951,2349,2614,333,658,1948,1850,11,14,24,35,0,1,0,7,33,49
29189212500,140,29,189,41180,476,,,Census Tract 2125,5071,2160,5230,2153,5071,5230,1278,2205,3672,2865,22,9,24,44,0,0,11,29,64,78
29189213101,140,29,189,41180,476,,,Census Tract 2131.01,4606,2042,7284,3256,4606,7284,3274,6146,1011,767,11,13,77,187,1,0,144,52,88,119
29189213102,140,29,189,41180,476,,,Census Tract 2131.02,411,236,1988,809,411,1988,353,1889,37,73,0,1,8,10,0,1,0,2,13,12
29189213202,140,29,189,41180,476,,,Census Tract 2132.02,6811,2874,6590,2831,6811,6590,5276,5953,606,289,19,11,676,245,1,2,86,39,147,51
29189213203,140,29,189,41180,476,,,Census Tract 2132.03,4759,2060,4550,1916,4759,4550,4151,3864,376,396,17,13,103,185,1,0,37,40,74,50
29189213204,140,29,189,41180,476,,,Census Tract 2132.04,3869,1625,3698,1512,3869,3698,2205,3141,816,321,2,11,354,150,3,0,388,32,101,40
29189213300,140,29,189,41180,476,,,Census Tract 2133,7213,3573,7385,3625,7213,7385,3916,5371,2549,1507,25,22,133,154,2,5,325,145,263,181
29189213400,140,29,189,41180,476,,,Census Tract 2134,6669,2995,7076,3067,6669,7076,3811,5168,2197,1635,19,21,94,75,2,2,324,41,222,133
29189213500,140,29,189,41180,476,,,Census Tract 2135,4983,2242,5143,2209,4983,5143,3429,4234,1174,711,17,7,86,63,4,0,123,40,150,84
29189213600,140,29,189,41180,476,,,Census Tract 2136,4446,2021,4806,2063,4446,4806,629,1066,3658,3543,16,13,15,11,1,2,41,44,86,127
29189213700,140,29,189,41180,476,,,Census Tract 2137,5484,2492,6100,2693,5484,6100,1766,2274,3225,3533,13,7,280,125,1,3,64,39,135,119
29189214200,140,29,189,41180,476,,,Census Tract 2142,3370,1487,3394,1444,3370,3394,274,498,2991,2821,5,7,12,1,1,0,16,8,71,55
29189214300,140,29,189,41180,476,,,Census Tract 2143,4052,1815,4214,1821,4052,4214,1295,1618,2535,2424,18,13,11,24,0,1,80,31,113,103
29189214400,140,29,189,41180,476,,,Census Tract 2144,5082,2324,5552,2469,5082,5552,3596,4485,956,808,16,16,98,64,1,3,230,60,185,116
29189214500,140,29,189,41180,476,,,Census Tract 2145,3089,1481,3178,1482,3089,3178,2170,2709,508,273,5,10,222,94,0,1,104,22,80,69
29189214601,140,29,189,41180,476,,,Census Tract 2146.01,3958,1827,4189,1838,3958,4189,2930,3493,655,475,12,15,99,78,0,0,131,31,131,93
29189214602,140,29,189,41180,476,,,Census Tract 2146.02,4141,1867,4382,1879,4141,4382,3087,3655,662,498,16,16,77,82,0,0,168,32,131,97
29189214700,140,29,189,41180,476,,,Census Tract 2147,6881,3071,6974,3081,6881,6974,4597,5331,1560,1294,28,20,113,85,7,3,371,106,205,135
29189214800,140,29,189,41180,476,,,Census Tract 2148,5571,2733,5654,2708,5571,5654,4233,5095,854,304,19,11,83,61,0,1,222,107,160,75
29189214900,140,29,189,41180,476,,,Census Tract 2149,6172,3095,6422,3123,6172,6422,4254,5018,1297,932,23,27,281,235,4,3,169,104,144,103
29189215001,140,29,189,41180,476,,,Census Tract 2150.01,2645,1373,2618,1333,2645,2618,1682,1931,217,141,5,7,614,488,5,0,51,15,71,36
29189215003,140,29,189,41180,476,,,Census Tract 2150.03,4308,2108,4230,1858,4308,4230,3605,3792,371,186,3,1,252,176,0,5,6,16,71,54
29189215004,140,29,189,41180,476,,,Census Tract 2150.04,2761,1796,2767,1693,2761,2767,2000,2319,478,229,2,1,207,169,0,0,14,9,60,36
29189215005,140,29,189,41180,476,,,Census Tract 2150.05,5491,2918,5502,2750,5491,5502,3889,4611,776,457,13,2,652,338,5,1,40,19,116,72
29189215102,140,29,189,41180,476,,,Census Tract 2151.02,4746,2379,4694,2183,4746,4694,3634,4041,470,327,14,8,474,219,3,0,42,12,109,87
29189215105,140,29,189,41180,476,,,Census Tract 2151.05,2349,1188,2331,1136,2349,2331,1864,2095,107,72,9,1,254,127,1,0,74,8,40,28
29189215141,140,29,189,41180,476,,,Census Tract 2151.41,4193,2018,4512,2008,4193,4512,3562,4047,239,167,6,0,330,226,0,1,11,21,45,50
29189215142,140,29,189,41180,476,,,Census Tract 2151.42,6855,3612,7107,3682,6855,7107,4425,5615,1166,422,16,18,736,849,3,7,273,95,236,101
29189215144,140,29,189,41180,476,,,Census Tract 2151.44,5727,2770,5913,2727,5727,5913,4648,5400,500,171,14,8,363,246,0,1,75,24,127,61
29189215202,140,29,189,41180,476,,,Census Tract 2152.02,7020,2967,6638,2653,7020,6638,5664,5772,441,242,10,12,738,500,7,1,57,48,103,63
29189215232,140,29,189,41180,476,,,Census Tract 2152.32,7936,3323,7183,2683,7936,7183,6821,6443,138,108,11,3,831,575,6,0,17,20,112,34
29189215302,140,29,189,41180,476,,,Census Tract 2153.02,3289,1324,3125,1257,3289,3125,2875,2897,103,65,5,1,244,128,0,0,9,10,53,24
29189215400,140,29,189,41180,476,,,Census Tract 2154,5159,2043,5264,2221,5159,5264,4876,5112,49,47,2,4,145,66,4,7,16,4,67,23
29189215500,140,29,189,41180,476,,,Census Tract 2155,4759,1942,4612,1932,4759,4612,3728,4034,485,348,6,1,387,176,0,0,49,13,104,35
